date,precip,flow_avg,flow_max,flow_min
2/26/2022,,20.7375,,14
2/27/2022,,23.02083333,,13.9
2/28/2022,,21.70416667,,15.2
3/1/2022,0,21.7,,15.1
3/2/2022,0,21.275,,14.6
3/3/2022,0.02,21.84166667,,12.8
3/4/2022,0.02,21.78333333,,14.6
3/5/2022,0,19.53333333,,13.2
3/6/2022,0.12,21.9625,,12.6
3/7/2022,0.12,22.25458333,,14.4
3/8/2022,0,21.24583333,,14.7
3/9/2022,0.29,22.1625,,14
3/10/2022,0.16,27.56666667,,15.3
3/11/2022,0,23.59166667,,16.4
3/12/2022,0.28,22.8,,14.6
3/13/2022,0.07,24.00833333,,15.1
3/14/2022,0,21.84184783,,16.1
3/15/2022,0,21.79583333,,2.5
3/16/2022,0,21.82083333,,15
3/17/2022,0.18,22.03043478,,15.4
3/18/2022,0.01,22.70416667,,15.6
3/19/2022,0.14,20.27916667,,14.3
3/20/2022,0,24.1625,,16.3
3/21/2022,0,22.025,,15.4
3/22/2022,0,25.475,,14.9
3/23/2022,0.01,21.09166667,,12.9
3/24/2022,0.32,23.4125,,17
3/25/2022,0.1,26.425,,20.2
3/26/2022,0.07,22.71666667,,16.3
3/27/2022,0,23.90833333,,15.1
3/28/2022,0,22.525,,15
3/29/2022,0,21.70416667,,14.5
3/30/2022,0,21.61684783,,15
3/31/2022,0,26.21684783,,14.7
4/1/2022,0.37,31.925,,27.5
4/2/2022,0,23.8375,,18.5
4/3/2022,0.09,27.09583333,,18.9
4/4/2022,0,24.5875,,18.4
4/5/2022,0,23.77083333,,16.7
4/6/2022,0.3,25.70416667,,17.5
4/7/2022,1.45,29.97083333,,18.4
4/8/2022,0.27,49.51666667,,39.5
4/9/2022,0.04,38.575,,34.8
4/10/2022,0,36.66666667,,20.1
4/11/2022,0,32.10416667,,27.4
4/12/2022,0.07,32.0796558,,26.2
4/13/2022,0,31,,24.8
4/14/2022,0.09,29.79583333,,24
4/15/2022,0,30.36666667,,23.1
4/16/2022,0.14,25.88333333,,20.6
4/17/2022,0,25.20416667,,19.1
4/18/2022,0.07,23.6375,,17.7
4/19/2022,0.95,36.1625,,29.9
4/20/2022,0,30.275,,23.8
4/21/2022,0,30.20416667,,22.9
4/22/2022,0,26.5625,,16.4
4/23/2022,0,25.1875,,20
4/24/2022,0,28.29583333,,20.5
4/25/2022,0,26.275,,19.6
4/26/2022,0.03,31.65,,21
4/27/2022,0,25.12083333,,19.2
4/28/2022,0,24.5125,,17.7
4/29/2022,0,25.34583333,,17.8
4/30/2022,0,21.72083333,,16.2
5/1/2022,0,24.00108696,,15.6
5/2/2022,0.14,24.51666667,,16.6
5/3/2022,0,22.99583333,,15.7
5/4/2022,0.09,25.88946078,,16.3
5/5/2022,0,18.09916667,,11.2
5/6/2022,0.55,32.32833333,,12.8
5/7/2022,0.66,26.68333333,,19.7
5/8/2022,0,26.04528986,,18.3
5/9/2022,0,24.50119048,,17.3
5/10/2022,0,31.2923913,,14.5
5/11/2022,0,27.24647436,,14.5
5/12/2022,0,21.21458333,,13.2
5/13/2022,0,23.75833333,,15.2
5/14/2022,0.12,22.00416667,,15.6
5/15/2022,0.17,23.46666667,,16.4
5/16/2022,0.03,22.925,,15.9
5/17/2022,0.01,22.02083333,,15.9
5/18/2022,0,20.45,,13.6
5/19/2022,0.63,23.02083333,,16.5
5/20/2022,0.06,24.00416667,,15.6
5/21/2022,0.05,21.27083333,,15.1
5/22/2022,0.11,22.26833333,,14.2
5/23/2022,0,20.98333333,,14.6
5/24/2022,0,20.28931159,,14
5/25/2022,0,19.58333333,,12.6
5/26/2022,0,21.02916667,,13.6
5/27/2022,0.98,23.325,,14.1
5/28/2022,0.49,33.17083333,,20
5/29/2022,0.12,31.55833333,,22.4
5/30/2022,0.07,25.97083333,,19
5/31/2022,0.04,24.2625,,19.4
6/1/2022,0.04,24.71681818,,16.9
6/2/2022,0,30.14873188,,20.7
6/3/2022,0,31.55,,25
6/4/2022,0,24.95416667,,18.4
6/5/2022,0,23.2,,17
6/6/2022,0,22.40291667,,17.9
6/7/2022,0,25.6865942,,18.7
6/8/2022,0,23.55978261,,18.6
6/9/2022,0.22,27.33333333,,19.6
6/10/2022,0,25.875,,19.2
6/11/2022,0,21.60833333,,14.3
6/12/2022,0.03,24.22083333,,16.4
6/13/2022,1.12,32.75,,24.8
6/14/2022,0,23.99166667,,19.5
6/15/2022,0,22.84166667,,17.7
6/16/2022,0.31,24.5375,,17.2
6/17/2022,0.21,24.71865942,,17.3
6/18/2022,0,21.8125,,15
6/19/2022,0,22.5125,,14
6/20/2022,0,20.87916667,,14.6
6/21/2022,0,21.92083333,,15.7
6/22/2022,0.02,22.3125,,15.8
6/23/2022,0.01,21.00416667,,15
6/24/2022,0,21.875,,14.9
6/25/2022,0,18.5375,,12.5
6/26/2022,0,21.17083333,,12.6
6/27/2022,0.04,20.84583333,,14.3
6/28/2022,0,19.65,,13.8
6/29/2022,0,19.6875,,14.1
6/30/2022,0,19.9875,,11.4
7/1/2022,0,20.86666667,,13.2
7/2/2022,0,17.74166667,,13
7/3/2022,0,19.3125,,13.1
7/4/2022,0,18.78333333,,11.4
7/5/2022,0,19.54583333,,13.2
7/6/2022,0,19.17208333,,12.4
7/7/2022,0,18.50833333,,12.3
7/8/2022,0,19.70833333,,12
7/9/2022,0,16.175,,11.2
7/10/2022,0,17.83333333,,9.9
7/11/2022,0,18.125,,12.6
7/12/2022,0,18.69583333,,12.7
7/13/2022,0,16.71775362,,11.9
7/14/2022,0,17.80833333,,11.6
7/15/2022,0,19.7,,12.4
7/16/2022,0,17.47083333,,11.2
7/17/2022,0,18.15,,11.5
7/18/2022,0.63,22.675,,12
7/19/2022,0.63,21.17083333,,16.5
7/20/2022,0.07,19.09927536,,13.3
7/21/2022,0.07,18.90778986,,13
7/22/2022,0.04,19.74583333,,12.1
7/23/2022,0.03,16.59583333,,10.5
7/24/2022,0.03,18.27083333,,11.7
7/25/2022,0.02,18.52083333,,11.6
7/26/2022,0.02,17.86666667,,11.8
7/27/2022,0.02,17.85,,11.8
7/28/2022,0.01,18.78333333,,11.5
7/29/2022,0.01,19.24166667,,11.5
7/30/2022,0.01,15.95,,10.4
7/31/2022,0.02,17.04583333,,9.3
8/1/2022,0.2,17.28568841,,12.2
8/2/2022,0,17.15833333,,11.7
8/3/2022,0,16.45416667,,11.1
8/4/2022,0,16.75568182,,11.6
8/5/2022,0,19.45833333,,11.4
8/6/2022,0,16.18333333,,9.5
8/7/2022,0,15.8951087,,9.6
8/8/2022,0,19.1,,11
8/9/2022,0,17.42083333,,10.9
8/10/2022,0,16.85416667,,11.1
8/11/2022,0,16.7375,,10.9
8/12/2022,0,18.26666667,,10.3
8/13/2022,0,15.19583333,,9.7
8/14/2022,0,17.0375,,9.1
8/15/2022,0,16.42083333,,10.9
8/16/2022,0,16.34166667,,10.2
8/17/2022,0.16,17.22101449,,11.1
8/18/2022,0,16.33731884,,11.5
8/19/2022,0,19.0875,,11.1
8/20/2022,0,15.125,,9.6
8/21/2022,0.64,17.15,,9.6
8/22/2022,0.06,17.89130435,,10.2
8/23/2022,0.02,16.7375,,10.5
8/24/2022,0.01,16.55,,10.5
8/25/2022,0.02,16.37666667,,11.1
8/26/2022,0.02,18.28333333,,10
8/27/2022,0.01,14.49583333,,10
8/28/2022,0.01,17.04402174,,9.8
8/29/2022,0.01,17.42083333,,11.1
8/30/2022,0.01,16.90416667,,10.5
8/31/2022,0,20.14166667,,11.7
9/1/2022,0.01,17.0375,,11.9
9/2/2022,0,17.9875,,10.6
9/3/2022,0,17.07083333,,8.3
9/4/2022,0.21,17.32083333,,9.7
9/5/2022,0.88,18.00416667,,10.9
9/6/2022,1.55,24.82083333,,14.8
9/7/2022,0.01,20.29166667,,13.8
9/8/2022,0,18.33333333,,12.5
9/9/2022,0,19.08333333,,11.7
9/10/2022,0,15.48333333,,9.4
9/11/2022,0.14,18.93333333,,10.7
9/12/2022,0.26,18.87746377,,13.2
9/13/2022,0.87,21.50833333,,18
9/14/2022,0,18.05416667,,12.1
9/15/2022,0,17.675,,12.2
9/16/2022,0,18.5875,,11.1
9/17/2022,0,15.725,,9.7
9/18/2022,0,18.8875,,14.2
9/19/2022,0.06,17.74583333,,10.9
9/20/2022,0,17.8875,,11.8
9/21/2022,0,17.08333333,,11
9/22/2022,0.15,18.75833333,,12
9/23/2022,0,19.60833333,,11.4
9/24/2022,0,15.42083333,,9.5
9/25/2022,0.18,19.62083333,,10.7
9/26/2022,0.01,16.02083333,,10.7
9/27/2022,0,16.02083333,,9.9
9/28/2022,0,18.34166667,,11.3
9/29/2022,0,17.2625,,11.8
9/30/2022,0,19.27083333,,10.7
10/1/2022,0.07,15.775,,9.4
10/2/2022,0,17.72916667,,10.2
10/3/2022,0.05,18.5625,,12
10/4/2022,1.24,23.54166667,,13.7
10/5/2022,0.65,23.56666667,,17.1
10/6/2022,0,21.32916667,,15.6
10/7/2022,0,20.69333333,,13.5
10/8/2022,0.01,16.70833333,,10.4
10/9/2022,0,20.55,,10.2
10/10/2022,0,16.30416667,,10.4
10/11/2022,0,16.275,,11.5
10/12/2022,0,17.65416667,,11.4
10/13/2022,0.54,18.13333333,,11.8
10/14/2022,0.23,21.49166667,,15.4
10/15/2022,0,16.80416667,,9.9
10/16/2022,0,19.5375,,12.2
10/17/2022,0.16,17.07916667,,12.1
10/18/2022,0,16.79583333,,11.4
10/19/2022,0,17.98333333,,12.3
10/20/2022,0,14.52083333,,8.7
10/21/2022,0,25.09722222,,9.1
10/22/2022,0,16.36666667,,9.8
10/23/2022,0,18.82753623,,10.4
10/24/2022,0.32,18.62394737,,12.3
10/25/2022,0.04,20.8125,,15.1
10/26/2022,0,24.075,,10.4
10/27/2022,0,18.15833333,,11.7
10/28/2022,0,19.675,,13.1
10/29/2022,0,15.90833333,,10
10/30/2022,0,18.1125,,9.8
10/31/2022,0,17.84416667,23.2,12.3
11/1/2022,,18.26666667,23,11.9
11/2/2022,,17.67083333,24.5,11.1
11/3/2022,,16.94166667,22.1,11
11/4/2022,,19.12083333,27.9,12.5
11/5/2022,,17.2375,20.4,10.8
11/6/2022,,19.12083333,23.8,10.7
11/7/2022,,17.50833333,23.1,10.9
11/8/2022,,18.30416667,23,11.3
11/9/2022,,16.37916667,23,10.9
11/10/2022,,18.04166667,23,11
11/11/2022,,21.80416667,37.2,10.3
11/12/2022,,19.80833333,24.2,13.9
11/13/2022,,20.17916667,25.1,12
11/14/2022,,18.60833333,23.2,12.1
11/15/2022,,18.60833333,25.1,11.5
11/16/2022,,21.95416667,25.7,15.6
11/17/2022,,19.68568841,24.5,13.1
11/18/2022,,20.24166667,28.8,12.7
11/19/2022,,17.37083333,23.6,10
11/20/2022,,18.9375,23.6,10
11/21/2022,,18.16666667,23.3,11.6
11/22/2022,,18.25416667,22.8,11.9
11/23/2022,,18.69166667,24.3,11.7
11/24/2022,,19.34166667,24.3,10.9
11/25/2022,,20.01666667,29.6,12.4
11/26/2022,,16.79166667,23,9.5
11/27/2022,,20.0625,27.1,10.9
11/28/2022,,19.60833333,25.7,11.8
11/29/2022,,18.20416667,22.4,11.4
11/30/2022,,21.18333333,29.3,10.2
12/1/2022,,,,
12/2/2022,,,,
12/3/2022,,,,
12/4/2022,,,,
12/5/2022,,,,
12/6/2022,,,,
12/7/2022,,,,
12/8/2022,,,,
12/9/2022,,,,
12/10/2022,,,,
12/11/2022,,,,
12/12/2022,,,,
12/13/2022,,,,
12/14/2022,,,,
12/15/2022,,,,
12/16/2022,,,,
12/17/2022,,,,
12/18/2022,,,,
12/19/2022,,,,
12/20/2022,,,,
12/21/2022,,,,
12/22/2022,,,,
12/23/2022,,,,
12/24/2022,,,,
12/25/2022,,,,
12/26/2022,,,,
12/27/2022,,,,
12/28/2022,,,,
12/29/2022,,,,
12/30/2022,,,,
12/31/2022,,,,
1/1/2023,0.01,23.6,28.5,16.1
1/2/2023,0,23.5,27.6,15.8
1/3/2023,0.42,24,31.8,14.7
1/4/2023,0.04,23.8,29.3,15.9
1/5/2023,0.02,23.7,28.2,11
1/6/2023,0.29,25.4,34,18.7
1/7/2023,0,22.8,38.4,16.3
1/8/2023,0,23.1,27.7,13.7
1/9/2023,0,23.7,42.4,15.1
1/10/2023,0,22.4,27.4,14.6
1/11/2023,0,22.1,26.6,14.3
1/12/2023,0.15,22.3,28.7,14
1/13/2023,0.8,24.6,32.7,16.4
1/14/2023,0,20.9,26,14.9
1/15/2023,0,21.6,26.8,13.6
1/16/2023,0,21.7,26.7,14
1/17/2023,0,21.8,27.8,12.8
1/18/2023,0,21.3,25.9,13.8
1/19/2023,0.92,22.8,31.1,13
1/20/2023,0,27.8,36.3,20.8
1/21/2023,0,22,26.2,15.3
1/22/2023,0.46,23.5,30.8,15
1/23/2023,0.52,29,33.1,22.4
1/24/2023,0,25.8,31.3,19
1/25/2023,1.01,29.7,45.2,8.1
1/26/2023,0.49,44.9,55.4,38.2
1/27/2023,0,34.2,40.2,27.5
1/28/2023,0,28.7,33.5,22.7
1/29/2023,0,29.3,35.8,21.9
1/30/2023,0,27.6,32.6,21.9
1/31/2023,0.05,26.5,31.4,19.2
2/1/2023,0,24.7,30.5,17.9
2/2/2023,0,25.2,31.6,18.3
2/3/2023,0,25.6,33.8,17.6
2/4/2023,0,22,27.7,16.5
2/5/2023,0,23.8,27.8,16
2/6/2023,0,23.5,28.4,16.8
2/7/2023,0.02,23.1,30.7,15.9
2/8/2023,0,22.4,26.9,15.7
2/9/2023,0,22.8,27,15.1
2/10/2023,0.01,23.6,32,16.2
2/11/2023,0.01,20,24.7,13.3
2/12/2023,0,22.4,26.7,13.8
2/13/2023,0,21.5,26.4,14.7
2/14/2023,0,20.7,25.7,14.4
2/15/2023,0,20.6,25.5,14
2/16/2023,0.01,21,26.9,13.4
2/17/2023,0.09,22.4,32.9,14.7
2/18/2023,0,18.7,23.9,12.4
2/19/2023,0,20.9,25.1,12.4
2/20/2023,0,20.4,25.5,13.4
2/21/2023,0.1,20.7,25.7,13.2
2/22/2023,0.09,20.7,25.3,13.2
2/23/2023,0.1,21.2,26.2,13.5
2/24/2023,0.02,21.7,31.3,13.6
2/25/2023,0,19.2,22.7,12.1
2/26/2023,0,20.7,26.2,12.8
2/27/2023,0,19.9,26.8,13.2
2/28/2023,0.08,20.6,25.2,13.6
3/1/2023,0.38,20.2,25.5,13.6
3/2/2023,0.03,22.4,27.5,15.1
3/3/2023,0.08,23.1,32.3,14.5
3/4/2023,0.68,29.2,32.8,22.5
3/5/2023,0,26.1,30.3,18.1
3/6/2023,0,29.4,45.7,18.4
3/7/2023,0.02,22.2,25.4,18
3/8/2023,0,22.6,27.7,15.5
3/9/2023,0,22.1,27.2,15.3
3/10/2023,0.22,24.1,34,15.3
3/11/2023,0.4,23.9,27.7,17.5
3/12/2023,0,24.2,28.5,15
3/13/2023,0.3,22.2,27.8,14
3/14/2023,0.59,30.7,33.8,26.3
3/15/2023,0,27.3,34.9,21.4
3/16/2023,0,25.4,30.8,18.7
3/17/2023,0,26.6,34.4,19.3
3/18/2023,0.02,22.3,26,17
3/19/2023,0,24.4,30.8,14.5
3/20/2023,0,22.6,28.6,16.2
3/21/2023,0,22.3,28.2,16
3/22/2023,0,22.6,28.2,15.8
3/23/2023,0.15,23.8,29,16.1
3/24/2023,0,24.2,33.2,16.4
3/25/2023,0.14,22.2,27.2,14.9
3/26/2023,0.14,24.2,28.7,15.3
3/27/2023,0.15,22.9,28.6,16.6
3/28/2023,0,23,29.4,16.8
3/29/2023,0,22.8,29.3,16.4
3/30/2023,0.02,22.4,28.9,16.1
3/31/2023,0,23.6,32.3,15.6
4/1/2023,0.5,21.3,26,15.4
